Organization Name,Organization Location,Funding Type,Money Raised,Money Raised Currency,Announced Date,Organization Website,Organization Description,Investor Names,Organization Industries,SIREN
Skaleet,"Paris, Ile-de-France, France, Europe",Growth Equity,25000000,EUR,2021-01-05,https://skaleet.com/en/,Skaleet provides a Core Banking Platform to build scalable financial institutions & launch innovative banking products.,Long Arc Capital,"Banking, Financial Services, FinTech, Software",484939038
Novair Medical,"Roissy-en-france, Ile-de-France, France, Europe",,26000000,EUR,2021-09-20,https://www.novairmedical.com/en,"Novair Medical is engaged in the design, manufacture and installation of medical gas systems and oxygen generators.",Eurazeo,"Health Care, Logistics, Manufacturing, Medical, Oil and Gas, Pharmaceutical, Rental",
Pasqal,"Palaiseau, Ile-de-France, France, Europe",Series A,25000000,EUR,2021-06-08,https://www.pasqal.com,"Pasqal develops neutral atom-based quantum processors, simulators, and computers.","Bpifrance, Daphni, Eni Next, European Innovation Council, Quantonation, Runa Capital","Computer, Information Technology, Quantum Computing, Simulation",
JVWEB,"Montpellier, Languedoc-Roussillon, France, Europe",,25000000,EUR,2021-05-17,http://www.jvweb.fr,JVWEB is a digital marketing agency.,"Bpifrance, Capital Croissance","Advertising, Digital Marketing, SEM, SEO, Social Media Advertising",
BeReal.,"Paris, Ile-de-France, France, Europe",Series A,30000000,USD,2021-06-03,https://bereal.com,BeReal. is a social media app where users share unfiltered photos at random times to capture authentic moments in their daily lives.,"Accel, Andreessen Horowitz, DST Global, TQ Ventures","Apps, Mobile Apps, Photo Sharing, Social Media, Software",
Akur8,"Paris, Ile-de-France, France, Europe",Series B,25100000,EUR,2021-06-17,http://www.akur8.com,Akur8 offers a machine learning-powered insurance pricing and reserving platform for insurers.,"BlackFin Capital Partners, Hedosophia, MTech Capital","Financial Services, FinTech, Insurance, InsurTech, Machine Learning, SaaS",
La Belle Vie,"Paris, Ile-de-France, France, Europe",Series B,25000000,EUR,2021-12-15,https://www.labellevie.com/,"La Belle Vie is an online grocery based in Paris, France.","Capagro, Left Lane Capital, Quadrille Capital","E-Commerce, Food and Beverage, Grocery",
Volta Medical,"Marseille, Provence-Alpes-Cote d'Azur, France, Europe",Series A,28000000,USD,2021-01-05,https://www.volta-medical.com/,Volta Medical is an AI-driven start-up developing intelligent software solutions to guide cardiologists during interventional procedures.,"Gilde Healthcare, Groupe Pasteur Mutualité","Artificial Intelligence (AI), Health Care, Medical Device, Software",
Kea & Partners,"Malakoff, Ile-de-France, France, Europe",,23000000,EUR,2021-07-06,https://www.kea-partners.co.uk/,Kea & Partners is a strategy and management consulting company.,Crédit Mutuel Equity,"Consulting, CRM, Information Technology, Internet",
Hublo,"Paris, Ile-de-France, France, Europe",Series A,22000000,EUR,2021-09-13,https://www.hublo.com,Hublo provides software that ease healthcare professionals daily life so that they can focus on taking care of patients.,"Acton Capital, Clement Cazalot, Région Sud Investissement, Revaia, Robin Haak","Health Care, Software",
FineHeart,"Bordeaux, Aquitaine, France, Europe",Series B,21000000,EUR,2021-06-01,http://fineheart.fr,FineHeart is a medical device company,"AQUITI Gestion, Broadview Ventures, Doliam, Galia Gestion, IRDI, Lauak Group, M Capital Partners, Verve Ventures","Biotechnology, Health Care, Medical, Medical Device",
Kili Technology,"Paris, Ile-de-France, France, Europe",Series A,25000000,USD,2021-07-27,https://kili-technology.com/,"Kili Technology enables large companies to transform their raw data into high-quality annotated data, ready for AI-driven projects.","Balderton Capital, Chris Schagen, Dimitri Sirota, Financiere Saint James, Headline, Olivier Pailhès, Serena","Analytics, Artificial Intelligence (AI), Computer, Machine Learning, Software",
Wyz Group,"Compiègne, Picardie, France, Europe",,21000000,EUR,2021-07-05,http://www.wyzgroup.com/en/,WYZ is an innovative French company,"BNP Paribas Développement, Bpifrance, Generis Capital Partners",Innovation Management,
Epsor,"Paris, Ile-de-France, France, Europe",Series B,20000000,EUR,2021-05-25,http://www.epsor.fr,Epsor designs and distributes employee savings and retirement plans.,"Augmentum Fintech, BlackFin Capital Partners, Partech, Revaia, Robin Haak","Employee Benefits, Financial Services, FinTech",
Libeo,"Paris, Ile-de-France, France, Europe",Series A,20000000,EUR,2021-02-11,https://www.libeo.io,Libeo is on a mission to simplify processing and payment of account payables for SMEs.,"BREEGA, DST Global, LocalGlobe, Roosh Ventures, Serena","B2B, Billing, Financial Services, FinTech, Payments, SaaS",
Unseenlabs,"Rennes, Bretagne, France, Europe",Series B,20000000,EUR,2021-04-27,https://unseenlabs.space,"Unseenlabs offers maritime surveillance via space-based RF detection, tracking ships worldwide by electromagnetic signatures.","360 Capital, Blue Oceans Partners, Breizh Up, Hemeria, Omnes Capital","Aerospace, Marine Technology, Security",
Clone (ex Not So Dark),"Paris, Ile-de-France, France, Europe",Series A,20000000,EUR,2021-02-03,https://www.getclone.io,"Clone creates food delivery brands, helping restaurants generate additional profit through a unique asset-light business model & technology.","Investisseurs privés, Kharis Capital, Oscar Salazar","Brand Marketing, Delivery, Food Delivery, Restaurants, Software",
OCUS,"Paris, Ile-de-France, France, Europe",Series A,24000000,USD,2021-04-21,https://www.ocus.com/en/,OCUS is restoring confidence between brands and consumers by producing millions of high-quality always-on images across every sector.,"CapHorn Invest, Evolem Start, Expon Capital, noa, Ring Capital","Internet, Marketing, Software",
Kaiko,"Paris, Ile-de-France, France, Europe",Series A,24000000,USD,2021-06-23,http://www.kaiko.com,Digital Assets Market Data Provider Scaled for Institutions,"Alven, Anthemis, ConsenSys Mesh, Hashkey Exchange, Point Nine, Underscore VC","Analytics, Blockchain, Cryptocurrency, Financial Services, FinTech, Information Technology",
Mooncard,"Paris, Ile-de-France, France, Europe",Series B,20000000,EUR,2021-09-03,https://www.mooncard.co,Mooncard is a corporate payment card that automates the management of expense claims and business expenses.,"Aglaé Ventures, BlackFin Capital Partners, Partech, Raise Ventures","Accounting, Banking, Enterprise, FinTech, Payments",
HCS PHARMA,"Loos, Nord-Pas-de-Calais, France, Europe",,20000000,EUR,2021-08-02,https://hcs-pharma.com,"HCS Pharma is revolutionising drug discovery with a unique 3D cell technology, BIOMIMESYS®",The Global Emerging Markets Group,Biotechnology,
VOLTA Entreprises,"Paris, Ile-de-France, France, Europe",Private Equity,20000000,EUR,2021-03-23,http://www.groupe-volta.com/,VOLTA Entreprises is a renewable energy company that produces and distributes solar energy.,Eiffel Investment Group,"Energy, Renewable Energy, Solar",843587031
Batch,"Paris, Ile-de-France, France, Europe",,20000000,EUR,2021-10-21,https://batch.com/,Batch is the leading mobile CRM & push notifications platform,"Expedition Growth Capital, Orange Ventures","Analytics, Apps, Big Data, CRM, Email Marketing, Marketing Automation, Mobile, Mobile Apps, SaaS",
Calicéo,"Dax, Aquitaine, France, Europe",,20000000,EUR,2021-11-05,https://www.caliceo.com,Calicéo operates as a family group of aquatic fitness and beauty-massage spaces.,"BNP Paribas, Ekkio Capital","Fitness, Leisure",
Groupe INTM,"Levallois-perret, Ile-de-France, France, Europe",Growth Equity,19000000,EUR,2021-05-11,https://www.intm.fr,INTM Group is a consulting and digital services company,"BNP Paribas, Crédit Mutuel Equity",Information Technology,453207243
Evina,"Paris, Ile-de-France, France, Europe",Series A,20000000,EUR,2021-11-18,https://www.evina.com,Cybersecurity for mobile payment,"50 Partners, Id4 ventures, Radian Capital, SaaS Partners","Cyber Security, Fraud Detection, Mobile Payments, SaaS",
Shopopop,"Nantes, Pays de la Loire, France, Europe",,20000000,EUR,2021-12-05,https://www.shopopop.com/,Shopopop is a collaborative delivery platform for Drive races and local commerce.,"Epopée Gestion, GO CAPITAL, Jean-Pierre Vuilleumier, Meridiam, West Web Valley","E-Commerce, Last Mile Transportation, Logistics",
Sweep,"Montpellier, Languedoc-Roussillon, France, Europe",Series A,19500000,EUR,2021-12-14,https://www.sweep.net,Sweep is a software company developing software for businesses to reduce their carbon emissions.,"2050, Balderton Capital, La Famiglia, New Wave (VC)","Environmental Engineering, Genetics, GreenTech, Software, Sustainability",
METRON,"Paris, Ile-de-France, France, Europe",Series B,18000000,EUR,2021-07-16,https://www.metronlab.com/,METRON is a  foundation stone using artificial intelligence based on Energy Data and ontologies.,"BNP Paribas Asset Management, Breed Reply, Climate Investment, SK Gas, Statkraft Ventures","Artificial Intelligence (AI), Environmental Consulting, Information Technology",
Xenothera,"Nantes, Pays de la Loire, France, Europe",Series C,17840000,EUR,2021-06-29,http://www.xenothera.com/,Xenothera is a xenotherapy platform with embedded technology that renovates immunological treatments.,"Anaxago, Didier Rousseau, European Innovation Council, Malakoff Humanis, SC NABUBOTO","Biotechnology, Genetics, Therapeutics",
Lovys,"Paris, Ile-de-France, France, Europe",Series A,17000000,EUR,2021-01-19,https://www.lovys.com,Lovys is an insurance company that offers auto insurance and financial services.,"Bpifrance, Heartcore Capital, MAIF Avenir, NewAlpha Asset Management VC, Portugal Ventures, Raise Ventures","Auto Insurance, Financial Services, Insurance, InsurTech",
Nabla,"Paris, Ile-de-France, France, Europe",Series A,20600000,USD,2021-04-09,https://www.nabla.com,Nabla is a healthcare tech company providing AI tools that generate real-time clinical notes to support clinicians.,ARVO VENTURE CAPITAL,"Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care, Machine Learning",
Tallano,"Paris, Ile-de-France, France, Europe",Series B,17700000,EUR,2021-10-25,https://www.tallano.eu,Tallano technologie is a pioneer in the field of particle emission reduction systems for vehicle braking.,"Bpifrance, Mirova","Industrial Engineering, Mechanical Engineering",
Scality,"Paris, Ile-de-France, France, Europe",Series E,20000000,USD,2021-01-13,http://scality.com/,Scality is a venture-backed software company that solves problems associated with large-scale storage management and infrastructure.,,"Cloud Data Services, Data Storage, Enterprise Software, Software",
RemyAI,"Paris, Ile-de-France, France, Europe",Series A,20000000,USD,2021-09-28,https://www.getremy.ai/en,RemyAI is the 24/7 intelligent assistant for real estate professionals.,"01 Advisors, 75 & Sunny, Abstract, Alta Park Capital, Asymmetric Capital Partners, Class 5 Global, Cyril Berdugo, David Snider, Eric Wu, Goodwater Capital, HighSage Ventures, Noa Khamallah, Partech, Precursor Ventures, Saurabh Gupta, The Spruce House Partnership, Tom Petit, Tushar Garg","Commercial Real Estate, Real Estate, Real Estate Investment, Trading Platform",
Expensya,"Paris, Ile-de-France, France, Europe",Series B,20000000,USD,2021-04-30,http://www.expensya.com,Expensya is a company that automate and control company's expenses by using software for businesses,"Isai, MAIF Avenir, Seventure Partners, Silicon Badia","Accounting, FinTech, SaaS, Software",
Theravectys,"Paris, Ile-de-France, France, Europe",,16500000,EUR,2021-02-08,https://www.theravectys.com/,Theravectys develops a platform for the prevention and treatment of cancers and other infectious diseases and conditions.,,"Biopharma, Biotechnology, Health Care",
MMV,"Saint-laurent-du-var, Provence-Alpes-Cote d'Azur, France, Europe",,16000000,EUR,2021-06-09,http://www.mmv-holidays.co.uk/,MMV is a travel agency provides holiday services and operates club hotels.,Montefiore Investment,Travel Agency,
ISORG,"Grenoble, Rhone-Alpes, France, Europe",Series C,16000000,EUR,2021-06-30,http://www.isorg.fr/,ISORG is the pioneers in organic and printed electronics devices for large-area photonics and image sensors.,"Mitsubishi Corporation, Sumitomo Chemical","Consumer Electronics, Electronics, Industrial, Optical Communication",
Jow,"Paris, Ile-de-France, France, Europe",Series A,16300000,EUR,2021-10-14,https://www.jow.fr/,"Jow automates grocery shopping based on recipes, directly adding items for pickup or delivery.","DST Global, Eurazeo, Headline, Stride","Apps, E-Commerce, Food and Beverage, Grocery, Shopping",
YesWeHack,"Paris, Ile-de-France, France, Europe",Series B,16000000,EUR,2021-07-22,https://yeswehack.com,Offensive Security & Exposure Management Platform,"Banque des Territoires, CNP Assurances, Eiffel Investment Group, Normandie Participations","Cyber Security, Information Technology, Security",
Swan,"Paris, Ile-de-France, France, Europe",Series A,16000000,EUR,2021-09-28,https://swan.io,Swan is a banking service platform that enables businesses to integrate embedded finance platform that integrates banking services.,"Accel, Bpifrance, Creandum","Banking, Financial Services, FinTech",
Pennylane,"Paris, Ile-de-France, France, Europe",Series A,15000000,EUR,2021-01-07,https://www.pennylane.com,"Pennylane is an accounting and financial management platform centralising accounting, invoicing, cash flow tracking, and expense workflows.","Citadel Capital, Global Founders Capital, Hedosophia, Partech, Sequoia Capital","Accounting, Finance, Financial Services, FinTech, Software",
Partoo,"Paris, Ile-de-France, France, Europe",,15000000,EUR,2021-05-10,https://www.partoo.co,Partoo focuses on maximizing the visibility of businesses on the internet.,Webedia,"Digital Marketing, Software",
